"","State","StateFIPS","CountyFIPS","AreaName","Total Population","Total Male","Total Female","Median Age","Median Age_Male","Median Age_Female"
"29090","TX",48,15,"Austin County, Texas",28886,14386,14500,"40.6","40.2","41.2"
"29091","TX",48,17,"Bailey County, Texas",7126,3692,3434,"34.9","35.6","34.6"
"29092","TX",48,19,"Bandera County, Texas",20796,10387,10409,"51.5","51.7","51.4"
"29093","TX",48,21,"Bastrop County, Texas",76948,39211,37737,"38.7","38.3","39.2"
"29094","TX",48,23,"Baylor County, Texas",3628,1765,1863,"48.5","46.4","50.0"
"29095","TX",48,25,"Bee County, Texas",32659,19722,12937,"35.3","34.9","36.3"
"29096","TX",48,27,"Bell County, Texas",326041,162705,163336,"30.2","29.0","31.2"
"29097","TX",48,29,"Bexar County, Texas",1825502,897690,927812,"33.1","31.8","34.5"
"29098","TX",48,31,"Blanco County, Texas",10723,5398,5325,"48.6","47.8","49.2"
"29099","TX",48,33,"Borden County, Texas",705,362,343,"38.7","31.6","42.7"
"29100","TX",48,35,"Bosque County, Texas",17971,8853,9118,"46.0","45.3","46.7"
"29101","TX",48,37,"Bowie County, Texas",93155,47014,46141,"37.7","36.0","39.6"
"29102","TX",48,39,"Brazoria County, Texas",331741,168196,163545,"35.5","35.0","35.8"
"29103","TX",48,41,"Brazos County, Texas",205271,104060,101211,"25.2","24.6","25.8"
"29104","TX",48,43,"Brewster County, Texas",9235,4434,4801,"42.1","42.1","42.1"
"29105","TX",48,45,"Briscoe County, Texas",1670,871,799,"42.5","39.4","44.3"
"29106","TX",48,47,"Brooks County, Texas",7221,3744,3477,"31.7","26.5","38.7"
"29107","TX",48,49,"Brown County, Texas",37833,18768,19065,"41.0","39.5","42.0"
"29108","TX",48,51,"Burleson County, Texas",17293,8611,8682,"42.6","39.9","44.3"
"29109","TX",48,53,"Burnet County, Texas",44144,21891,22253,"44.1","42.6","45.2"
"29110","TX",48,55,"Caldwell County, Texas",39347,19907,19440,"35.6","33.6","37.4"
"29111","TX",48,57,"Calhoun County, Texas",21666,10840,10826,"38.1","37.7","38.7"
"29112","TX",48,59,"Callahan County, Texas",13532,6615,6917,"43.5","42.1","44.7"
"29113","TX",48,61,"Cameron County, Texas",417947,201583,216364,"31.2","29.2","33.0"
"29114","TX",48,63,"Camp County, Texas",12516,6105,6411,"37.8","36.4","39.4"
"29115","TX",48,65,"Carson County, Texas",6068,2926,3142,"40.7","40.4","41.1"
"29116","TX",48,67,"Cass County, Texas",30328,14717,15611,"43.3","41.5","45.0"
"29117","TX",48,69,"Castro County, Texas",7948,4053,3895,"34.6","34.4","34.7"
"29118","TX",48,71,"Chambers County, Texas",37251,18691,18560,"36.2","36.3","36.1"
"29119","TX",48,73,"Cherokee County, Texas",51167,26098,25069,"37.6","36.5","39.2"
"29120","TX",48,75,"Childress County, Texas",7059,4050,3009,"34.6","31.6","37.3"
"29121","TX",48,77,"Clay County, Texas",10479,5265,5214,"45.7","43.8","46.7"
"29122","TX",48,79,"Cochran County, Texas",2993,1519,1474,"34.9","34.6","35.4"
"29123","TX",48,81,"Coke County, Texas",3238,1667,1571,"49.3","46.3","52.9"
"29124","TX",48,83,"Coleman County, Texas",8536,4223,4313,"47.1","47.0","47.3"
"29125","TX",48,85,"Collin County, Texas",862215,423260,438955,"35.9","35.2","36.6"
"29126","TX",48,87,"Collingsworth County, Texas",3058,1490,1568,"37.0","36.1","39.4"
"29127","TX",48,89,"Colorado County, Texas",20757,10231,10526,"43.6","42.6","45.1"
"29128","TX",48,91,"Comal County, Texas",119632,59187,60445,"42.4","41.2","43.5"
"29129","TX",48,93,"Comanche County, Texas",13623,6673,6950,"43.6","44.3","43.3"
"29130","TX",48,95,"Concho County, Texas",4086,2726,1360,"40.8","39.3","47.0"
"29131","TX",48,97,"Cooke County, Texas",38761,19129,19632,"39.6","39.0","40.4"
"29132","TX",48,99,"Coryell County, Texas",76128,37681,38447,"30.6","29.1","32.3"
"29133","TX",48,101,"Cottle County, Texas",1510,786,724,"50.1","40.8","54.4"
"29134","TX",48,103,"Crane County, Texas",4730,2368,2362,"33.5","33.1","34.2"
"29135","TX",48,105,"Crockett County, Texas",3699,1854,1845,"40.5","35.9","43.3"
"29136","TX",48,107,"Crosby County, Texas",6007,2926,3081,"38.2","37.4","38.6"
"29137","TX",48,109,"Culberson County, Texas",2296,1124,1172,"39.2","42.4","35.3"
"29138","TX",48,111,"Dallam County, Texas",7014,3752,3262,"30.7","29.1","31.3"
"29139","TX",48,113,"Dallas County, Texas",2485003,1225722,1259281,"33.1","32.2","34.0"
"29140","TX",48,115,"Dawson County, Texas",13542,7670,5872,"33.4","30.7","37.3"
"29141","TX",48,117,"Deaf Smith County, Texas",19245,9491,9754,"31.5","30.5","32.6"
"29142","TX",48,119,"Delta County, Texas",5223,2586,2637,"43.5","41.4","45.0"
"29143","TX",48,121,"Denton County, Texas",731851,360112,371739,"34.2","33.5","34.8"
"29144","TX",48,123,"DeWitt County, Texas",20540,10795,9745,"42.2","41.0","45.4"
"29145","TX",48,125,"Dickens County, Texas",2281,1222,1059,"43.1","41.1","48.7"
"29146","TX",48,127,"Dimmit County, Texas",10682,5185,5497,"34.6","35.1","34.4"
"29147","TX",48,129,"Donley County, Texas",3588,1766,1822,"42.9","39.3","46.7"
"29148","TX",48,131,"Duval County, Texas",11577,6038,5539,"37.3","35.3","39.1"
"29149","TX",48,133,"Eastland County, Texas",18328,8979,9349,"42.9","40.5","45.4"
"29150","TX",48,135,"Ector County, Texas",149557,75182,74375,"30.7","29.8","31.8"
"29151","TX",48,137,"Edwards County, Texas",1906,854,1052,"49.5","50.7","49.1"
"29152","TX",48,139,"Ellis County, Texas",157058,77570,79488,"35.7","34.5","36.5"
"29153","TX",48,141,"El Paso County, Texas",831095,406117,424978,"31.6","29.7","33.4"
"29154","TX",48,143,"Erath County, Texas",40039,19692,20347,"30.3","29.5","31.1"
"29155","TX",48,145,"Falls County, Texas",17410,8192,9218,"39.8","39.6","39.9"
"29156","TX",48,147,"Fannin County, Texas",33748,17810,15938,"41.3","39.2","43.5"
"29157","TX",48,149,"Fayette County, Texas",24849,12267,12582,"47.6","45.9","48.9"
"29158","TX",48,151,"Fisher County, Texas",3858,1826,2032,"41.9","42.8","40.6"
"29159","TX",48,153,"Floyd County, Texas",6178,3020,3158,"37.3","37.5","37.1"
"29160","TX",48,155,"Foard County, Texas",1197,591,606,"49.1","51.6","45.1"
"29161","TX",48,157,"Fort Bend County, Texas",658331,323468,334863,"35.5","34.6","36.3"
"29162","TX",48,159,"Franklin County, Texas",10599,5383,5216,"43.5","42.6","44.9"
"29163","TX",48,161,"Freestone County, Texas",19586,10230,9356,"41.4","40.5","42.7"
"29164","TX",48,163,"Frio County, Texas",18168,10723,7445,"31.5","30.2","35.1"
"29165","TX",48,165,"Gaines County, Texas",18916,9556,9360,"28.9","28.6","29.4"
"29166","TX",48,167,"Galveston County, Texas",308163,152405,155758,"37.5","36.3","38.7"
"29167","TX",48,169,"Garza County, Texas",6410,4247,2163,"39.4","38.6","39.9"
"29168","TX",48,171,"Gillespie County, Texas",25398,12385,13013,"50.6","48.2","52.0"
"29169","TX",48,173,"Glasscock County, Texas",1180,655,525,"38.8","36.3","43.5"
"29170","TX",48,175,"Goliad County, Texas",7410,3653,3757,"45.8","44.8","46.6"
"29171","TX",48,177,"Gonzales County, Texas",20172,10122,10050,"38.1","37.4","38.9"
"29172","TX",48,179,"Gray County, Texas",22983,12253,10730,"37.0","36.5","38.2"
"29173","TX",48,181,"Grayson County, Texas",122780,59917,62863,"40.2","38.5","41.4"
"29174","TX",48,183,"Gregg County, Texas",123178,60328,62850,"35.4","34.1","37.3"
"29175","TX",48,185,"Grimes County, Texas",26961,14823,12138,"40.7","39.6","42.0"
"29176","TX",48,187,"Guadalupe County, Texas",143460,70832,72628,"36.6","35.4","37.8"
"29177","TX",48,189,"Hale County, Texas",35504,18337,17167,"32.5","32.0","33.2"
"29178","TX",48,191,"Hall County, Texas",3203,1605,1598,"44.7","42.8","45.2"
"29179","TX",48,193,"Hamilton County, Texas",8266,4040,4226,"48.6","48.0","49.6"
"29180","TX",48,195,"Hansford County, Texas",5559,2787,2772,"36.4","36.8","36.0"
"29181","TX",48,197,"Hardeman County, Texas",3992,1935,2057,"42.3","40.5","44.2"
"29182","TX",48,199,"Hardin County, Texas",55375,27325,28050,"38.9","38.1","39.5"
"29183","TX",48,201,"Harris County, Texas",4356362,2166727,2189635,"32.8","32.0","33.6"
"29184","TX",48,203,"Harrison County, Texas",66417,32594,33823,"37.5","36.3","38.9"
"29185","TX",48,205,"Hartley County, Texas",6121,3771,2350,"39.3","38.4","40.2"
"29186","TX",48,207,"Haskell County, Texas",5853,3342,2511,"43.4","38.1","52.0"
"29187","TX",48,209,"Hays County, Texas",177562,88420,89142,"30.9","30.3","31.7"
"29188","TX",48,211,"Hemphill County, Texas",4115,2021,2094,"34.4","35.2","34.0"
"29189","TX",48,213,"Henderson County, Texas",79016,38598,40418,"43.4","41.4","44.8"
"29190","TX",48,215,"Hidalgo County, Texas",819217,399234,419983,"28.8","27.4","30.1"
"29191","TX",48,217,"Hill County, Texas",34923,17174,17749,"42.4","41.7","43.0"
"29192","TX",48,219,"Hockley County, Texas",23322,11489,11833,"32.8","31.9","34.3"
"29193","TX",48,221,"Hood County, Texas",53171,26267,26904,"46.9","44.9","48.2"
"29194","TX",48,223,"Hopkins County, Texas",35645,17589,18056,"39.2","38.0","40.0"
"29195","TX",48,225,"Houston County, Texas",22949,12227,10722,"44.5","43.2","47.1"
"29196","TX",48,227,"Howard County, Texas",36105,20496,15609,"36.9","36.6","37.2"
"29197","TX",48,229,"Hudspeth County, Texas",3330,1645,1685,"39.6","40.4","36.8"
"29198","TX",48,231,"Hunt County, Texas",88052,43515,44537,"38.0","36.7","39.3"
"29199","TX",48,233,"Hutchinson County, Texas",21858,10970,10888,"37.3","36.1","38.7"
"29200","TX",48,235,"Irion County, Texas",1644,824,820,"44.9","43.4","47.1"
"29201","TX",48,237,"Jack County, Texas",8946,5121,3825,"40.5","36.4","43.8"
"29202","TX",48,239,"Jackson County, Texas",14486,7060,7426,"39.0","38.9","39.1"
"29203","TX",48,241,"Jasper County, Texas",35768,17328,18440,"40.6","40.0","41.5"
"29204","TX",48,243,"Jeff Davis County, Texas",2232,1093,1139,"53.1","53.4","52.8"
"29205","TX",48,245,"Jefferson County, Texas",252872,129292,123580,"35.9","35.1","37.1"
"29206","TX",48,247,"Jim Hogg County, Texas",5239,2651,2588,"36.7","31.5","44.1"
"29207","TX",48,249,"Jim Wells County, Texas",41461,20450,21011,"34.6","32.9","36.0"
"29208","TX",48,251,"Johnson County, Texas",155450,77610,77840,"36.7","35.8","37.6"
"29209","TX",48,253,"Jones County, Texas",19978,12652,7326,"39.2","36.5","44.5"
"29210","TX",48,255,"Karnes County, Texas",14879,8799,6080,"35.5","33.8","41.1"
"29211","TX",48,257,"Kaufman County, Texas",109289,53588,55701,"35.8","35.1","36.4"
"29212","TX",48,259,"Kendall County, Texas",37361,17951,19410,"43.6","42.2","45.0"
"29213","TX",48,261,"Kenedy County, Texas",565,295,270,"29.4","29.7","27.8"
"29214","TX",48,263,"Kent County, Texas",821,423,398,"49.1","45.0","54.2"
"29215","TX",48,265,"Kerr County, Texas",50149,24194,25955,"47.9","45.7","49.7"
"29216","TX",48,267,"Kimble County, Texas",4486,2239,2247,"52.8","52.0","54.6"
"29217","TX",48,269,"King County, Texas",267,136,131,"46.2","43.3","49.0"
"29218","TX",48,271,"Kinney County, Texas",3577,2092,1485,"44.9","40.8","47.3"
"29219","TX",48,273,"Kleberg County, Texas",32029,16601,15428,"28.0","26.6","30.7"
"29220","TX",48,275,"Knox County, Texas",3796,1902,1894,"40.9","39.3","43.1"
"29221","TX",48,277,"Lamar County, Texas",49566,24057,25509,"40.3","37.8","42.1"
"29222","TX",48,279,"Lamb County, Texas",13742,6966,6776,"36.1","32.9","38.7"
"29223","TX",48,281,"Lampasas County, Texas",20219,9908,10311,"40.8","40.7","40.9"
"29224","TX",48,283,"La Salle County, Texas",7191,4021,3170,"31.7","33.4","28.8"
"29225","TX",48,285,"Lavaca County, Texas",19549,9456,10093,"44.9","43.7","45.6"
"29226","TX",48,287,"Lee County, Texas",16664,8393,8271,"39.9","39.1","42.1"
"29227","TX",48,289,"Leon County, Texas",16819,8308,8511,"44.9","44.6","45.0"
"29228","TX",48,291,"Liberty County, Texas",77486,38184,39302,"36.4","35.9","37.0"
"29229","TX",48,293,"Limestone County, Texas",23454,12091,11363,"39.3","37.3","42.3"
"29230","TX",48,295,"Lipscomb County, Texas",3483,1866,1617,"34.4","31.0","39.0"
"29231","TX",48,297,"Live Oak County, Texas",11873,6421,5452,"42.0","39.9","45.1"
"29232","TX",48,299,"Llano County, Texas",19323,9219,10104,"56.3","55.8","56.8"
"29233","TX",48,301,"Loving County, Texas",117,74,43,"55.3","42.8","56.9"
"29234","TX",48,303,"Lubbock County, Texas",290782,143698,147084,"30.6","29.3","31.9"
"29235","TX",48,305,"Lynn County, Texas",5764,2902,2862,"37.4","36.6","38.7"
"29236","TX",48,307,"McCulloch County, Texas",8273,4086,4187,"44.2","40.8","45.7"
"29237","TX",48,309,"McLennan County, Texas",241505,117708,123797,"32.9","31.6","34.3"
"29238","TX",48,311,"McMullen County, Texas",778,405,373,"42.2","40.2","48.7"
"29239","TX",48,313,"Madison County, Texas",13838,8648,5190,"35.1","31.7","43.5"
"29240","TX",48,315,"Marion County, Texas",10248,4900,5348,"49.1","49.4","48.5"
"29241","TX",48,317,"Martin County, Texas",5252,2624,2628,"31.9","31.5","33.6"
"29242","TX",48,319,"Mason County, Texas",4066,2196,1870,"50.5","48.2","53.2"
"29243","TX",48,321,"Matagorda County, Texas",36598,18119,18479,"37.2","36.5","38.2"
"29244","TX",48,323,"Maverick County, Texas",56548,27870,28678,"29.9","27.8","31.1"
"29245","TX",48,325,"Medina County, Texas",47392,24482,22910,"38.5","36.5","40.3"
"29246","TX",48,327,"Menard County, Texas",2182,1065,1117,"45.7","45.4","46.0"
"29247","TX",48,329,"Midland County, Texas",151290,75306,75984,"32.1","31.1","33.0"
"29248","TX",48,331,"Milam County, Texas",24344,12087,12257,"41.4","38.9","42.9"
"29249","TX",48,333,"Mills County, Texas",4875,2242,2633,"45.5","45.3","45.7"
"29250","TX",48,335,"Mitchell County, Texas",9169,5665,3504,"35.5","32.3","42.9"
"29251","TX",48,337,"Montague County, Texas",19478,9597,9881,"43.6","43.0","44.6"
"29252","TX",48,339,"Montgomery County, Texas",502586,248919,253667,"36.4","35.5","37.3"
"29253","TX",48,341,"Moore County, Texas",22281,11512,10769,"31.1","30.2","31.6"
"29254","TX",48,343,"Morris County, Texas",12700,6103,6597,"43.3","42.2","44.3"
"29255","TX",48,345,"Motley County, Texas",1071,596,475,"44.3","40.6","48.2"
"29256","TX",48,347,"Nacogdoches County, Texas",65531,31409,34122,"30.2","29.5","30.6"
"29257","TX",48,349,"Navarro County, Texas",48118,23717,24401,"38.2","36.6","39.1"
"29258","TX",48,351,"Newton County, Texas",14231,7347,6884,"41.6","40.2","43.4"
"29259","TX",48,353,"Nolan County, Texas",15061,7618,7443,"37.9","34.9","42.1"
"29260","TX",48,355,"Nueces County, Texas",352060,173195,178865,"34.9","33.8","36.1"
"29261","TX",48,357,"Ochiltree County, Texas",10642,5439,5203,"31.7","30.7","32.6"
"29262","TX",48,359,"Oldham County, Texas",2071,1137,934,"32.4","23.7","40.2"
"29263","TX",48,361,"Orange County, Texas",83217,41232,41985,"38.1","37.0","39.5"
"29264","TX",48,363,"Palo Pinto County, Texas",27921,13822,14099,"41.2","39.0","42.6"
"29265","TX",48,365,"Panola County, Texas",23900,11536,12364,"38.0","37.0","38.8"
"29266","TX",48,367,"Parker County, Texas",121418,60724,60694,"39.6","38.5","40.5"
"29267","TX",48,369,"Parmer County, Texas",10004,5150,4854,"32.5","31.5","34.0"
"29268","TX",48,371,"Pecos County, Texas",15807,9003,6804,"35.8","36.0","34.3"
"29269","TX",48,373,"Polk County, Texas",46113,24757,21356,"43.5","42.0","45.8"
"29270","TX",48,375,"Potter County, Texas",122352,62842,59510,"33.3","32.9","33.5"
"29271","TX",48,377,"Presidio County, Texas",7304,3605,3699,"41.0","38.9","42.3"
"29272","TX",48,379,"Rains County, Texas",11037,5630,5407,"47.6","46.2","48.3"
"29273","TX",48,381,"Randall County, Texas",126782,62256,64526,"35.4","33.9","37.0"
"29274","TX",48,383,"Reagan County, Texas",3598,1853,1745,"35.9","35.8","37.1"
"29275","TX",48,385,"Real County, Texas",3356,1654,1702,"54.1","53.5","55.6"
"29276","TX",48,387,"Red River County, Texas",12567,6100,6467,"44.6","42.4","47.1"
"29277","TX",48,389,"Reeves County, Texas",14179,8004,6175,"35.6","34.5","39.1"
"29278","TX",48,391,"Refugio County, Texas",7277,3636,3641,"42.7","39.6","44.4"
"29279","TX",48,393,"Roberts County, Texas",931,442,489,"37.6","36.3","37.8"
"29280","TX",48,395,"Robertson County, Texas",16532,8262,8270,"40.9","39.3","43.3"
"29281","TX",48,397,"Rockwall County, Texas",85536,41950,43586,"36.9","36.2","37.4"
"29282","TX",48,399,"Runnels County, Texas",10445,5181,5264,"41.9","40.0","44.3"
"29283","TX",48,401,"Rusk County, Texas",53457,28172,25285,"38.5","38.1","39.0"
"29284","TX",48,403,"Sabine County, Texas",10440,5090,5350,"50.4","50.6","50.2"
"29285","TX",48,405,"San Augustine County, Texas",8695,4152,4543,"47.8","46.8","48.5"
"29286","TX",48,407,"San Jacinto County, Texas",27023,13414,13609,"43.6","42.6","44.5"
"29287","TX",48,409,"San Patricio County, Texas",66070,33039,33031,"35.5","34.0","36.9"
"29288","TX",48,411,"San Saba County, Texas",5893,3231,2662,"42.1","39.0","48.1"
"29289","TX",48,413,"Schleicher County, Texas",3224,1582,1642,"35.5","36.2","35.1"
"29290","TX",48,415,"Scurry County, Texas",17238,9312,7926,"36.0","35.7","37.1"
"29291","TX",48,417,"Shackelford County, Texas",3352,1633,1719,"43.0","40.0","44.0"
"29292","TX",48,419,"Shelby County, Texas",25725,12565,13160,"36.9","36.3","38.2"
"29293","TX",48,421,"Sherman County, Texas",3066,1574,1492,"38.3","39.8","37.2"
"29294","TX",48,423,"Smith County, Texas",217552,105157,112395,"36.1","34.5","37.4"
"29295","TX",48,425,"Somervell County, Texas",8608,4159,4449,"40.6","40.6","40.5"
"29296","TX",48,427,"Starr County, Texas",62648,30368,32280,"29.1","27.6","30.8"
"29297","TX",48,429,"Stephens County, Texas",9452,5036,4416,"39.3","38.1","42.9"
"29298","TX",48,431,"Sterling County, Texas",1346,696,650,"36.0","33.3","41.3"
"29299","TX",48,433,"Stonewall County, Texas",1414,722,692,"49.0","45.3","52.4"
"29300","TX",48,435,"Sutton County, Texas",3966,2036,1930,"35.1","37.5","34.2"
"29301","TX",48,437,"Swisher County, Texas",7713,4041,3672,"36.1","34.5","37.8"
"29302","TX",48,439,"Tarrant County, Texas",1914526,937266,977260,"34.0","33.0","34.8"
"29303","TX",48,441,"Taylor County, Texas",134435,65704,68731,"32.0","30.8","33.3"
"29304","TX",48,443,"Terrell County, Texas",921,430,491,"46.1","44.4","46.7"
"29305","TX",48,445,"Terry County, Texas",12687,6835,5852,"34.3","32.5","36.3"
"29306","TX",48,447,"Throckmorton County, Texas",1545,724,821,"49.6","50.1","49.4"
"29307","TX",48,449,"Titus County, Texas",32553,16046,16507,"33.8","33.5","34.2"
"29308","TX",48,451,"Tom Green County, Texas",115056,56913,58143,"33.9","32.0","35.6"
"29309","TX",48,453,"Travis County, Texas",1121645,564941,556704,"33.0","32.6","33.4"
"29310","TX",48,455,"Trinity County, Texas",14405,7001,7404,"47.7","47.2","48.4"
"29311","TX",48,457,"Tyler County, Texas",21462,11629,9833,"42.8","38.5","46.8"
"29312","TX",48,459,"Upshur County, Texas",40096,19949,20147,"40.5","38.3","42.4"
"29313","TX",48,461,"Upton County, Texas",3405,1623,1782,"31.9","33.5","30.7"
"29314","TX",48,463,"Uvalde County, Texas",26952,13189,13763,"34.1","32.6","36.2"
"29315","TX",48,465,"Val Verde County, Texas",48980,24828,24152,"31.7","30.4","34.0"
"29316","TX",48,467,"Van Zandt County, Texas",52736,25975,26761,"43.5","42.4","44.4"
"29317","TX",48,469,"Victoria County, Texas",90099,44152,45947,"35.7","34.5","37.2"
"29318","TX",48,471,"Walker County, Texas",69330,40484,28846,"35.0","36.8","30.5"
"29319","TX",48,473,"Waller County, Texas",45847,23062,22785,"29.1","28.3","30.0"
"29320","TX",48,475,"Ward County, Texas",11225,5590,5635,"34.8","33.1","37.4"
"29321","TX",48,477,"Washington County, Texas",34236,17143,17093,"42.0","37.6","45.0"
"29322","TX",48,479,"Webb County, Texas",263251,128182,135069,"28.3","26.8","29.6"
"29323","TX",48,481,"Wharton County, Texas",41264,20305,20959,"37.3","35.7","37.9"
"29324","TX",48,483,"Wheeler County, Texas",5618,2842,2776,"39.0","38.4","39.7"
"29325","TX",48,485,"Wichita County, Texas",131957,68245,63712,"34.0","32.1","36.6"
"29326","TX",48,487,"Wilbarger County, Texas",13158,6556,6602,"37.6","36.6","38.4"
"29327","TX",48,489,"Willacy County, Texas",22002,11947,10055,"32.3","30.8","35.2"
"29328","TX",48,491,"Williamson County, Texas",473592,232740,240852,"35.2","34.6","35.8"
"29329","TX",48,493,"Wilson County, Texas",45509,22823,22686,"40.4","39.3","41.3"
"29330","TX",48,495,"Winkler County, Texas",7576,3808,3768,"33.0","32.7","33.4"
"29331","TX",48,497,"Wise County, Texas",61243,30667,30576,"39.3","38.7","39.7"
"29332","TX",48,499,"Wood County, Texas",42712,21159,21553,"48.2","47.0","49.9"
"29333","TX",48,501,"Yoakum County, Texas",8213,4122,4091,"34.1","33.5","34.2"
"29334","TX",48,503,"Young County, Texas",18329,9158,9171,"41.9","39.7","44.6"
"29335","TX",48,505,"Zapata County, Texas",14308,7153,7155,"29.2","27.0","30.9"
"29336","TX",48,507,"Zavala County, Texas",12060,5978,6082,"30.5","29.1","32.7"
"31200","UT",49,1,"Beaver County, Utah",6461,3318,3143,"33.0","31.9","33.4"
"31201","UT",49,3,"Box Elder County, Utah",50991,25709,25282,"32.0","31.3","33.0"
"31202","UT",49,5,"Cache County, Utah",117449,58573,58876,"25.0","25.2","24.9"
"31203","UT",49,7,"Carbon County, Utah",20927,10335,10592,"35.1","34.1","35.7"
"31204","UT",49,9,"Daggett County, Utah",776,422,354,"41.3","41.9","38.3"
"31205","UT",49,11,"Davis County, Utah",323374,162703,160671,"30.2","29.4","30.9"
"31206","UT",49,13,"Duchesne County, Utah",19817,10051,9766,"30.2","30.5","30.0"
"31207","UT",49,15,"Emery County, Utah",10728,5414,5314,"34.5","34.3","34.8"
"31208","UT",49,17,"Garfield County, Utah",5069,2637,2432,"39.6","38.3","43.6"
"31209","UT",49,19,"Grand County, Utah",9388,4833,4555,"39.1","37.9","39.5"
"31210","UT",49,21,"Iron County, Utah",47139,23588,23551,"28.1","27.8","28.3"
"31211","UT",49,23,"Juab County, Utah",10400,5404,4996,"30.0","26.8","32.6"
"31212","UT",49,25,"Kane County, Utah",7202,3502,3700,"43.6","41.4","45.5"
"31213","UT",49,27,"Millard County, Utah",12582,6414,6168,"34.9","34.2","35.7"
"31214","UT",49,29,"Morgan County, Utah",10276,5238,5038,"32.3","31.6","32.8"
"31215","UT",49,31,"Piute County, Utah",1865,1023,842,"42.9","40.5","45.9"
"31216","UT",49,33,"Rich County, Utah",2292,1093,1199,"34.7","35.5","33.0"
"31217","UT",49,35,"Salt Lake County, Utah",1078958,541831,537127,"31.8","31.3","32.3"
"31218","UT",49,37,"San Juan County, Utah",15152,7538,7614,"30.6","29.1","31.9"
"31219","UT",49,39,"Sanpete County, Utah",28261,14845,13416,"30.5","30.8","29.9"
"31220","UT",49,41,"Sevier County, Utah",20871,10615,10256,"34.1","33.7","35.0"
"31221","UT",49,43,"Summit County, Utah",38521,19616,18905,"38.2","37.8","38.4"
"31222","UT",49,45,"Tooele County, Utah",60893,30737,30156,"30.7","30.5","30.8"
"31223","UT",49,47,"Uintah County, Utah",35721,18262,17459,"29.7","29.3","30.0"
"31224","UT",49,49,"Utah County, Utah",551957,277687,274270,"24.4","24.3","24.6"
"31225","UT",49,51,"Wasatch County, Utah",26661,13421,13240,"33.0","32.5","33.2"
"31226","UT",49,53,"Washington County, Utah",148244,73265,74979,"34.6","33.4","35.9"
"31227","UT",49,55,"Wayne County, Utah",2722,1407,1315,"40.3","40.2","40.3"
"31228","UT",49,57,"Weber County, Utah",238682,119748,118934,"31.8","31.3","32.3"
"31580","VA",51,1,"Accomack County, Virginia",33115,16117,16998,"45.3","42.7","47.3"
"31581","VA",51,3,"Albemarle County, Virginia",103108,49365,53743,"38.6","36.9","40.4"
"31582","VA",51,5,"Alleghany County, Virginia",16066,7888,8178,"47.2","45.6","48.6"
"31583","VA",51,7,"Amelia County, Virginia",12777,6492,6285,"45.8","41.2","48.4"
"31584","VA",51,9,"Amherst County, Virginia",32148,15475,16673,"43.6","42.4","44.7"
"31585","VA",51,11,"Appomattox County, Virginia",15208,7377,7831,"42.3","41.6","43.4"
"31586","VA",51,13,"Arlington County, Virginia",223945,112006,111939,"33.9","33.8","34.0"
"31587","VA",51,15,"Augusta County, Virginia",74053,37440,36613,"44.2","43.0","45.4"
"31588","VA",51,17,"Bath County, Virginia",4583,2233,2350,"48.3","45.8","49.4"
"31589","VA",51,19,"Bedford County, Virginia",76463,37567,38896,"45.3","44.4","45.9"
"31590","VA",51,21,"Bland County, Virginia",6662,3719,2943,"44.8","43.3","47.6"
"31591","VA",51,23,"Botetourt County, Virginia",33155,16419,16736,"46.4","45.5","47.2"
"31592","VA",51,25,"Brunswick County, Virginia",16930,8882,8048,"41.7","40.3","46.6"
"31593","VA",51,27,"Buchanan County, Virginia",23486,11889,11597,"45.5","43.1","47.9"
"31594","VA",51,29,"Buckingham County, Virginia",17068,9476,7592,"42.2","40.9","44.7"
"31595","VA",51,31,"Campbell County, Virginia",55012,26655,28357,"42.4","40.8","43.6"
"31596","VA",51,33,"Caroline County, Virginia",29349,14513,14836,"39.1","38.3","40.0"
"31597","VA",51,35,"Carroll County, Virginia",29856,14955,14901,"46.1","44.5","48.6"
"31598","VA",51,36,"Charles City County, Virginia",7118,3522,3596,"48.6","47.6","49.4"
"31599","VA",51,37,"Charlotte County, Virginia",12313,6129,6184,"44.6","41.9","45.9"
"31600","VA",51,41,"Chesterfield County, Virginia",328176,157960,170216,"38.2","36.9","39.3"
"31601","VA",51,43,"Clarke County, Virginia",14299,7031,7268,"45.7","44.2","46.7"
"31602","VA",51,45,"Craig County, Virginia",5212,2502,2710,"47.1","46.6","47.6"
"31603","VA",51,47,"Culpeper County, Virginia",48424,24398,24026,"38.9","37.9","39.6"
"31604","VA",51,49,"Cumberland County, Virginia",9859,4940,4919,"44.3","41.5","45.4"
"31605","VA",51,51,"Dickenson County, Virginia",15463,7848,7615,"43.4","42.4","44.5"
"31606","VA",51,53,"Dinwiddie County, Virginia",28110,13947,14163,"42.4","41.3","43.3"
"31607","VA",51,57,"Essex County, Virginia",11151,5158,5993,"44.8","45.0","44.5"
"31608","VA",51,59,"Fairfax County, Virginia",1128722,558606,570116,"37.4","36.4","38.4"
"31609","VA",51,61,"Fauquier County, Virginia",67463,33341,34122,"41.5","40.6","42.4"
"31610","VA",51,63,"Floyd County, Virginia",15523,7788,7735,"45.2","42.9","46.4"
"31611","VA",51,65,"Fluvanna County, Virginia",26014,11924,14090,"41.6","40.3","42.9"
"31612","VA",51,67,"Franklin County, Virginia",56315,27611,28704,NA,"44.7","45.2"
