"","State","StateFIPS","CountyFIPS","AreaName","Total Population","Total Male","Total Female","Median Age","Median Age_Male","Median Age_Female"
"31613","VA",51,69,"Frederick County, Virginia",81340,40404,40936,"40.1","39.1","41.0"
"31614","VA",51,71,"Giles County, Virginia",16907,8287,8620,"43.9","42.1","45.0"
"31615","VA",51,73,"Gloucester County, Virginia",37001,18283,18718,"43.6","42.3","44.8"
"31616","VA",51,75,"Goochland County, Virginia",21721,10736,10985,"47.2","46.1","48.4"
"31617","VA",51,77,"Grayson County, Virginia",15573,7675,7898,"47.6","47.0","48.6"
"31618","VA",51,79,"Greene County, Virginia",18938,9237,9701,"40.1","39.4","41.4"
"31619","VA",51,81,"Greensville County, Virginia",11760,7303,4457,"42.9","41.5","45.5"
"31620","VA",51,83,"Halifax County, Virginia",35506,16904,18602,"45.3","43.1","46.9"
"31621","VA",51,85,"Hanover County, Virginia",101340,49687,51653,"41.9","40.4","43.2"
"31622","VA",51,87,"Henrico County, Virginia",318864,150466,168398,"37.9","36.0","39.7"
"31623","VA",51,89,"Henry County, Virginia",52580,25278,27302,NA,"43.6","47.5"
"31624","VA",51,91,"Highland County, Virginia",2244,1003,1241,NA,"60.2","58.2"
"31625","VA",51,93,"Isle of Wight County, Virginia",35740,17503,18237,"44.5","43.4","46.0"
"31626","VA",51,95,"James City County, Virginia",70673,34241,36432,"45.4","43.4","46.7"
"31627","VA",51,97,"King and Queen County, Virginia",7106,3666,3440,"45.9","42.8","48.4"
"31628","VA",51,99,"King George County, Virginia",24933,12506,12427,"36.6","36.3","37.3"
"31629","VA",51,101,"King William County, Virginia",16097,7860,8237,"40.7","40.0","41.5"
"31630","VA",51,103,"Lancaster County, Virginia",11129,5240,5889,"55.6","53.4","57.2"
"31631","VA",51,105,"Lee County, Virginia",25206,13223,11983,"42.8","40.3","46.2"
"31632","VA",51,107,"Loudoun County, Virginia",351129,173986,177143,"35.3","34.9","35.6"
"31633","VA",51,109,"Louisa County, Virginia",33986,16752,17234,"43.7","42.8","44.4"
"31634","VA",51,111,"Lunenburg County, Virginia",12558,6588,5970,"44.7","43.2","46.6"
"31635","VA",51,113,"Madison County, Virginia",13147,6363,6784,"44.6","44.3","45.2"
"31636","VA",51,115,"Mathews County, Virginia",8880,4103,4777,"51.1","50.8","51.3"
"31637","VA",51,117,"Mecklenburg County, Virginia",31555,15232,16323,"47.2","45.2","49.3"
"31638","VA",51,119,"Middlesex County, Virginia",10717,5302,5415,"52.7","51.0","53.7"
"31639","VA",51,121,"Montgomery County, Virginia",96467,49981,46486,"27.5","26.2","29.6"
"31640","VA",51,125,"Nelson County, Virginia",14858,7210,7648,"48.4","45.7","49.4"
"31641","VA",51,127,"New Kent County, Virginia",19560,10045,9515,"43.1","41.9","44.5"
"31642","VA",51,131,"Northampton County, Virginia",12184,5917,6267,"48.3","45.2","50.5"
"31643","VA",51,133,"Northumberland County, Virginia",12304,5937,6367,"55.1","54.8","55.7"
"31644","VA",51,135,"Nottoway County, Virginia",15711,8320,7391,"41.5","41.0","43.9"
"31645","VA",51,137,"Orange County, Virginia",34596,16922,17674,"42.6","41.0","44.0"
"31646","VA",51,139,"Page County, Virginia",23843,11707,12136,"44.1","43.5","44.9"
"31647","VA",51,141,"Patrick County, Virginia",18264,9001,9263,NA,"46.1","50.0"
"31648","VA",51,143,"Pittsylvania County, Virginia",62794,30806,31988,"45.5","44.2","46.7"
"31649","VA",51,145,"Powhatan County, Virginia",28207,15159,13048,"43.7","42.4","44.9"
"31650","VA",51,147,"Prince Edward County, Virginia",23022,11426,11596,"32.1","29.0","34.5"
"31651","VA",51,149,"Prince George County, Virginia",37380,20440,16940,"37.1","36.0","38.3"
"31652","VA",51,153,"Prince William County, Virginia",437271,217901,219370,NA,"33.3","34.7"
"31653","VA",51,155,"Pulaski County, Virginia",34528,17232,17296,"45.2","43.9","47.1"
"31654","VA",51,157,"Rappahannock County, Virginia",7431,3681,3750,"49.1","48.9","49.2"
"31655","VA",51,159,"Richmond County, Virginia",8989,5166,3823,"43.7","40.8","50.3"
"31656","VA",51,161,"Roanoke County, Virginia",93633,44757,48876,"43.5","42.3","45.0"
"31657","VA",51,163,"Rockbridge County, Virginia",22444,11111,11333,"48.3","47.1","49.2"
"31658","VA",51,165,"Rockingham County, Virginia",77785,38141,39644,"41.5","40.6","42.3"
"31659","VA",51,167,"Russell County, Virginia",28245,13803,14442,"43.8","43.0","44.8"
"31660","VA",51,169,"Scott County, Virginia",22570,11369,11201,"45.4","44.4","47.0"
"31661","VA",51,171,"Shenandoah County, Virginia",42724,20725,21999,"43.8","42.3","45.1"
"31662","VA",51,173,"Smyth County, Virginia",31734,15512,16222,"44.3","42.8","46.1"
"31663","VA",51,175,"Southampton County, Virginia",18410,9661,8749,"45.4","45.7","45.2"
"31664","VA",51,177,"Spotsylvania County, Virginia",127691,62742,64949,"36.7","35.7","37.8"
"31665","VA",51,179,"Stafford County, Virginia",137145,69055,68090,"34.7","33.5","35.9"
"31666","VA",51,181,"Surry County, Virginia",6823,3349,3474,"47.5","47.1","47.8"
"31667","VA",51,183,"Sussex County, Virginia",11864,8130,3734,"38.5","35.9","47.3"
"31668","VA",51,185,"Tazewell County, Virginia",43870,21766,22104,"43.1","40.8","46.1"
"31669","VA",51,187,"Warren County, Virginia",38481,19278,19203,"40.4","39.0","41.5"
"31670","VA",51,191,"Washington County, Virginia",54759,27092,27667,"44.7","43.2","46.1"
"31671","VA",51,193,"Westmoreland County, Virginia",17557,8582,8975,"46.6","45.2","48.6"
"31672","VA",51,195,"Wise County, Virginia",40530,20986,19544,"39.8","37.8","41.5"
"31673","VA",51,197,"Wythe County, Virginia",29190,14352,14838,"43.6","42.0","45.5"
"31674","VA",51,199,"York County, Virginia",66471,32665,33806,"39.5","37.4","40.8"
"31675","VA",51,510,"Alexandria city, Virginia",149315,72057,77258,NA,"35.9","36.2"
"31676","VA",51,520,"Bristol city, Virginia",17524,8158,9366,"41.8","39.7","43.7"
"31677","VA",51,530,"Buena Vista city, Virginia",6666,3062,3604,"33.8","33.6","34.3"
"31678","VA",51,540,"Charlottesville city, Virginia",45084,21771,23313,"29.8","29.3","30.3"
"31679","VA",51,550,"Chesapeake city, Virginia",230601,112641,117960,"36.5","35.0","38.2"
"31680","VA",51,570,"Colonial Heights city, Virginia",17515,8142,9373,NA,"37.7","43.5"
"31681","VA",51,580,"Covington city, Virginia",5736,2979,2757,"43.7","41.1","45.6"
"31682","VA",51,590,"Danville city, Virginia",42450,19411,23039,"41.8","38.3","44.5"
"31683","VA",51,595,"Emporia city, Virginia",5672,2605,3067,"43.4","43.6","43.3"
"31684","VA",51,600,"Fairfax city, Virginia",23402,11482,11920,"39.3","38.9","40.0"
"31685","VA",51,610,"Falls Church city, Virginia",13308,6374,6934,"37.7","37.1","38.6"
"31686","VA",51,620,"Franklin city, Virginia",8457,3766,4691,NA,"35.2","40.3"
"31687","VA",51,630,"Fredericksburg city, Virginia",27395,12783,14612,"29.4","29.5","29.3"
"31688","VA",51,640,"Galax city, Virginia",6876,3321,3555,"45.6","44.2","46.9"
"31689","VA",51,650,"Hampton city, Virginia",137081,66111,70970,"35.4","33.3","38.0"
"31690","VA",51,660,"Harrisonburg city, Virginia",51388,24462,26926,"23.5","24.5","22.8"
"31691","VA",51,670,"Hopewell city, Virginia",22279,10546,11733,"36.9","34.9","38.1"
"31692","VA",51,678,"Lexington city, Virginia",7071,4372,2699,"21.4","20.9","26.4"
"31693","VA",51,680,"Lynchburg city, Virginia",78158,36717,41441,"28.7","27.0","30.4"
"31694","VA",51,683,"Manassas city, Virginia",40743,20314,20429,"33.3","32.2","34.1"
"31695","VA",51,685,"Manassas Park city, Virginia",15625,8219,7406,"32.7","32.0","33.8"
"31696","VA",51,690,"Martinsville city, Virginia",13624,6155,7469,"42.4","39.8","45.4"
"31697","VA",51,700,"Newport News city, Virginia",181323,87790,93533,"32.8","31.2","34.4"
"31698","VA",51,710,"Norfolk city, Virginia",245452,128079,117373,NA,"28.4","32.4"
"31699","VA",51,720,"Norton city, Virginia",4007,1626,2381,"39.3","44.3","37.0"
"31700","VA",51,730,"Petersburg city, Virginia",32123,14773,17350,"39.5","37.3","41.1"
"31701","VA",51,735,"Poquoson city, Virginia",12077,5912,6165,"43.8","42.8","45.2"
"31702","VA",51,740,"Portsmouth city, Virginia",96135,46221,49914,"34.9","32.9","36.7"
"31703","VA",51,750,"Radford city, Virginia",17057,8211,8846,"22.3","22.4","22.3"
"31704","VA",51,760,"Richmond city, Virginia",213735,101702,112033,"32.9","32.2","33.7"
"31705","VA",51,770,"Roanoke city, Virginia",98736,47511,51225,NA,"36.0","40.1"
"31706","VA",51,775,"Salem city, Virginia",25165,11919,13246,"40.5","40.1","40.9"
"31707","VA",51,790,"Staunton city, Virginia",24193,10861,13332,"42.3","41.4","42.9"
"31708","VA",51,800,"Suffolk city, Virginia",86184,41511,44673,"38.3","36.6","39.4"
"31709","VA",51,810,"Virginia Beach city, Virginia",448290,220275,228015,NA,"33.5","37.0"
"31710","VA",51,820,"Waynesboro city, Virginia",21150,10083,11067,"38.5","37.4","40.6"
"31711","VA",51,830,"Williamsburg city, Virginia",14754,6665,8089,"24.6","25.6","23.6"
"31712","VA",51,840,"Winchester city, Virginia",27168,13433,13735,NA,"35.3","39.7"
"32344","VT",50,1,"Addison County, Vermont",36943,18355,18588,"42.8","42.3","43.7"
"32345","VT",50,3,"Bennington County, Vermont",36589,17948,18641,"46.1","44.8","47.3"
"32346","VT",50,5,"Caledonia County, Vermont",31012,15400,15612,"43.1","42.2","44.4"
"32347","VT",50,7,"Chittenden County, Vermont",159711,77980,81731,"36.3","35.0","38.1"
"32348","VT",50,9,"Essex County, Vermont",6207,3111,3096,"48.8","49.0","48.6"
"32349","VT",50,11,"Franklin County, Vermont",48418,24000,24418,"39.9","39.1","40.9"
"32350","VT",50,13,"Grand Isle County, Vermont",6952,3419,3533,"47.1","47.4","46.8"
"32351","VT",50,15,"Lamoille County, Vermont",25027,12439,12588,"40.5","40.3","40.8"
"32352","VT",50,17,"Orange County, Vermont",28929,14349,14580,NA,"43.8",NA
"32353","VT",50,19,"Orleans County, Vermont",27146,13611,13535,"44.8","43.7","45.8"
"32354","VT",50,21,"Rutland County, Vermont",60530,29688,30842,"45.5","44.3","46.9"
"32355","VT",50,23,"Washington County, Vermont",59132,29182,29950,"43.2","41.7","44.7"
"32356","VT",50,25,"Windham County, Vermont",43858,21603,22255,"45.8","44.3","47.2"
"32357","VT",50,27,"Windsor County, Vermont",56150,27488,28662,"46.8","45.6","47.9"
"32498","WA",53,1,"Adams County, Washington",19081,9698,9383,"28.9","28.3","29.9"
"32499","WA",53,3,"Asotin County, Washington",22040,10564,11476,"44.2","43.6","44.9"
"32500","WA",53,5,"Benton County, Washington",184930,92396,92534,"35.5","34.7","36.1"
"32501","WA",53,7,"Chelan County, Washington",74267,37027,37240,"39.3","37.7","41.2"
"32502","WA",53,9,"Clallam County, Washington",72397,35935,36462,"50.1","47.8","52.1"
"32503","WA",53,11,"Clark County, Washington",444506,219826,224680,"37.4","36.6","38.3"
"32504","WA",53,13,"Columbia County, Washington",3989,2005,1984,"49.5","47.7","50.9"
"32505","WA",53,15,"Cowlitz County, Washington",102338,50495,51843,"41.2","40.5","42.2"
"32506","WA",53,17,"Douglas County, Washington",39599,19875,19724,"37.0","36.1","38.3"
"32507","WA",53,19,"Ferry County, Washington",7652,3987,3665,"47.7","46.8","49.5"
"32508","WA",53,21,"Franklin County, Washington",86443,45052,41391,"29.1","29.5","28.8"
"32509","WA",53,23,"Garfield County, Washington",2230,1110,1120,"49.8","50.4","47.7"
"32510","WA",53,25,"Grant County, Washington",92070,46507,45563,"32.2","32.0","32.4"
"32511","WA",53,27,"Grays Harbor County, Washington",71419,36748,34671,"42.7","40.8","44.6"
"32512","WA",53,29,"Island County, Washington",79329,39540,39789,"44.0","41.5","47.0"
"32513","WA",53,31,"Jefferson County, Washington",30083,14850,15233,"55.6","54.3","56.8"
"32514","WA",53,33,"King County, Washington",2045756,1020901,1024855,"37.2","36.4","38.0"
"32515","WA",53,35,"Kitsap County, Washington",255441,130126,125315,"39.3","36.9","41.7"
"32516","WA",53,37,"Kittitas County, Washington",42204,21126,21078,"33.0","32.2","33.7"
"32517","WA",53,39,"Klickitat County, Washington",20820,10277,10543,"45.0","44.0","45.8"
"32518","WA",53,41,"Lewis County, Washington",75515,37774,37741,"42.8","42.2","43.4"
"32519","WA",53,43,"Lincoln County, Washington",10363,5212,5151,"48.3","47.8","48.9"
"32520","WA",53,45,"Mason County, Washington",60791,31476,29315,"45.4","43.5","48.0"
"32521","WA",53,47,"Okanogan County, Washington",41332,20922,20410,"42.6","42.2","43.5"
"32522","WA",53,49,"Pacific County, Washington",20645,10371,10274,"51.7","50.8","52.5"
"32523","WA",53,51,"Pend Oreille County, Washington",12968,6665,6303,"49.3","48.4","49.8"
"32524","WA",53,53,"Pierce County, Washington",821952,408209,413743,"35.8","34.7","37.0"
"32525","WA",53,55,"San Juan County, Washington",15956,7643,8313,"54.4","54.0","54.6"
"32526","WA",53,57,"Skagit County, Washington",119343,59117,60226,"41.0","40.0","42.2"
"32527","WA",53,59,"Skamania County, Washington",11243,5665,5578,"45.2","44.9","45.5"
"32528","WA",53,61,"Snohomish County, Washington",746653,374847,371806,"37.6","36.6","38.7"
"32529","WA",53,63,"Spokane County, Washington",480832,238241,242591,"37.2","35.7","38.7"
"32530","WA",53,65,"Stevens County, Washington",43548,21895,21653,"46.2","45.6","46.8"
"32531","WA",53,67,"Thurston County, Washington",262723,128796,133927,"38.5","37.1","39.9"
"32532","WA",53,69,"Wahkiakum County, Washington",4035,1951,2084,"52.1","51.5","53.1"
"32533","WA",53,71,"Walla Walla County, Washington",59726,30558,29168,"36.9","35.5","39.1"
"32534","WA",53,73,"Whatcom County, Washington",207100,102637,104463,"36.5","35.6","37.5"
"32535","WA",53,75,"Whitman County, Washington",46737,23794,22943,"24.2","24.4","23.9"
"32536","WA",53,77,"Yakima County, Washington",247408,123907,123501,"32.5","31.6","33.6"
"33208","WI",55,1,"Adams County, Wisconsin",20451,11033,9418,"51.4","49.7","53.3"
"33209","WI",55,3,"Ashland County, Wisconsin",15993,7996,7997,"42.2","40.8","42.8"
"33210","WI",55,5,"Barron County, Wisconsin",45686,23012,22674,"43.9","42.0","45.6"
"33211","WI",55,7,"Bayfield County, Wisconsin",15050,7719,7331,"50.8","50.5","51.1"
"33212","WI",55,9,"Brown County, Wisconsin",254717,126333,128384,"36.8","35.7","37.9"
"33213","WI",55,11,"Buffalo County, Wisconsin",13319,6753,6566,NA,"45.1","44.9"
"33214","WI",55,13,"Burnett County, Wisconsin",15334,7845,7489,"50.9","50.6","51.4"
"33215","WI",55,15,"Calumet County, Wisconsin",49678,24937,24741,NA,"38.4","39.8"
"33216","WI",55,17,"Chippewa County, Wisconsin",63209,32911,30298,"40.6","39.1","42.0"
"33217","WI",55,19,"Clark County, Wisconsin",34518,17475,17043,"37.1","36.4","38.4"
"33218","WI",55,21,"Columbia County, Wisconsin",56607,28741,27866,NA,"41.3","42.7"
"33219","WI",55,23,"Crawford County, Wisconsin",16483,8483,8000,"45.9","44.2","47.1"
"33220","WI",55,25,"Dane County, Wisconsin",510198,252850,257348,"34.6","33.7","35.6"
"33221","WI",55,27,"Dodge County, Wisconsin",88547,46309,42238,NA,"40.4","43.7"
"33222","WI",55,29,"Door County, Wisconsin",27731,13639,14092,"51.7","50.2","53.2"
"33223","WI",55,31,"Douglas County, Wisconsin",43799,21864,21935,"40.6","39.8","41.3"
"33224","WI",55,33,"Dunn County, Wisconsin",44159,22290,21869,"34.1","33.4","35.0"
"33225","WI",55,35,"Eau Claire County, Wisconsin",101281,49791,51490,"33.8","33.0","34.7"
"33226","WI",55,37,"Florence County, Wisconsin",4476,2346,2130,"51.1","50.8","51.3"
"33227","WI",55,39,"Fond du Lac County, Wisconsin",101920,49914,52006,NA,"40.1","41.8"
"33228","WI",55,41,"Forest County, Wisconsin",9150,4647,4503,"45.3","44.4","46.4"
"33229","WI",55,43,"Grant County, Wisconsin",51489,26741,24748,"36.1","33.2","39.7"
"33230","WI",55,45,"Green County, Wisconsin",37044,18372,18672,"42.2","41.3","43.2"
"33231","WI",55,47,"Green Lake County, Wisconsin",18966,9574,9392,"45.2","44.2","46.9"
"33232","WI",55,49,"Iowa County, Wisconsin",23769,11884,11885,"42.9","42.1","43.4"
"33233","WI",55,51,"Iron County, Wisconsin",5907,2934,2973,"52.4","52.4","52.5"
"33234","WI",55,53,"Jackson County, Wisconsin",20543,11022,9521,"42.2","40.7","43.8"
"33235","WI",55,55,"Jefferson County, Wisconsin",84345,42050,42295,"39.1","38.6","39.8"
"33236","WI",55,57,"Juneau County, Wisconsin",26494,14018,12476,"44.4","42.9","45.9"
"33237","WI",55,59,"Kenosha County, Wisconsin",167738,82897,84841,"37.4","36.4","38.3"
"33238","WI",55,61,"Kewaunee County, Wisconsin",20483,10406,10077,"43.5","42.8","44.6"
"33239","WI",55,63,"La Crosse County, Wisconsin",117048,57261,59787,"35.4","34.5","36.3"
"33240","WI",55,65,"Lafayette County, Wisconsin",16835,8521,8314,"41.4","40.5","42.1"
"33241","WI",55,67,"Langlade County, Wisconsin",19551,9794,9757,"47.2","46.3","48.3"
"33242","WI",55,69,"Lincoln County, Wisconsin",28286,14104,14182,"46.1","45.5","46.9"
"33243","WI",55,71,"Manitowoc County, Wisconsin",80521,40110,40411,"44.2","43.0","45.6"
"33244","WI",55,73,"Marathon County, Wisconsin",135177,67921,67256,"40.6","39.2","41.7"
"33245","WI",55,75,"Marinette County, Wisconsin",41287,20693,20594,"47.2","46.3","48.0"
"33246","WI",55,77,"Marquette County, Wisconsin",15140,7713,7427,"48.6","47.8","49.4"
"33247","WI",55,78,"Menominee County, Wisconsin",4451,2185,2266,"31.6","27.4","34.4"
"33248","WI",55,79,"Milwaukee County, Wisconsin",955939,461804,494135,"34.2","33.1","35.2"
"33249","WI",55,81,"Monroe County, Wisconsin",45274,22883,22391,"39.3","38.8","39.8"
"33250","WI",55,83,"Oconto County, Wisconsin",37476,19149,18327,"45.4","45.4","45.4"
"33251","WI",55,85,"Oneida County, Wisconsin",35653,17968,17685,"49.9","48.9","51.0"
"33252","WI",55,87,"Outagamie County, Wisconsin",180430,89937,90493,"37.8","36.6","38.9"
"33253","WI",55,89,"Ozaukee County, Wisconsin",87273,42831,44442,"43.8","42.7","44.8"
"33254","WI",55,91,"Pepin County, Wisconsin",7372,3717,3655,"45.2","44.1","46.2"
"33255","WI",55,93,"Pierce County, Wisconsin",40799,20275,20524,"35.9","36.1","35.8"
"33256","WI",55,95,"Polk County, Wisconsin",43572,21937,21635,"44.1","43.6","44.7"
"33257","WI",55,97,"Portage County, Wisconsin",70432,35265,35167,"36.2","35.2","37.2"
"33258","WI",55,99,"Price County, Wisconsin",13800,6959,6841,"50.5","50.0","51.1"
"33259","WI",55,101,"Racine County, Wisconsin",194895,96458,98437,"39.7","38.6","41.2"
"33260","WI",55,103,"Richland County, Wisconsin",17746,8946,8800,"44.1","42.7","45.5"
"33261","WI",55,105,"Rock County, Wisconsin",160727,78915,81812,"38.9","37.7","40.2"
"33262","WI",55,107,"Rusk County, Wisconsin",14357,7216,7141,"47.5","46.7","48.3"
"33263","WI",55,109,"St. Croix County, Wisconsin",86118,42922,43196,"37.6","37.2","37.9"
"33264","WI",55,111,"Sauk County, Wisconsin",62992,31578,31414,"40.9","38.3","43.3"
"33265","WI",55,113,"Sawyer County, Wisconsin",16483,8342,8141,"49.3","49.1","49.6"
"33266","WI",55,115,"Shawano County, Wisconsin",41563,20808,20755,"44.3","43.6","45.2"
"33267","WI",55,117,"Sheboygan County, Wisconsin",115226,57960,57266,"41.3","40.1","42.6"
"33268","WI",55,119,"Taylor County, Wisconsin",20569,10509,10060,"43.1","42.4","44.0"
"33269","WI",55,121,"Trempealeau County, Wisconsin",29412,14813,14599,"40.7","40.4","41.0"
"33270","WI",55,123,"Vernon County, Wisconsin",30279,15082,15197,"42.3","41.8","42.9"
"33271","WI",55,125,"Vilas County, Wisconsin",21355,10709,10646,"52.6","52.1","53.1"
"33272","WI",55,127,"Walworth County, Wisconsin",103039,51420,51619,"38.9","37.4","39.9"
"33273","WI",55,129,"Washburn County, Wisconsin",15700,7799,7901,"49.2","49.1","49.4"
"33274","WI",55,131,"Washington County, Wisconsin",132921,65880,67041,"42.1","40.8","43.0"
"33275","WI",55,133,"Waukesha County, Wisconsin",393873,193441,200432,"42.8","41.5","43.9"
"33276","WI",55,135,"Waupaca County, Wisconsin",52125,26378,25747,"44.4","43.5","45.3"
"33277","WI",55,137,"Waushara County, Wisconsin",24321,12783,11538,"47.9","46.8","49.2"
"33278","WI",55,139,"Winnebago County, Wisconsin",169004,85019,83985,"37.7","37.1","38.5"
"33279","WI",55,141,"Wood County, Wisconsin",74012,36594,37418,"43.4","42.1","44.8"
"34105","WV",54,1,"Barbour County, West Virginia",16731,8142,8589,"41.5","40.9","42.1"
"34106","WV",54,3,"Berkeley County, West Virginia",108724,53507,55217,"38.4","38.0","38.6"
"34107","WV",54,5,"Boone County, West Virginia",24000,11917,12083,"41.9","41.2","43.2"
"34108","WV",54,7,"Braxton County, West Virginia",14466,7256,7210,"44.5","43.7","45.3"
"34109","WV",54,9,"Brooke County, West Virginia",23665,11537,12128,"45.9","44.1","48.0"
"34110","WV",54,11,"Cabell County, West Virginia",96824,47123,49701,"38.5","36.9","39.9"
